Dialog #;Spacing (#Lines between two lines)
6;0
7;1
9;2
10;1
11;1
14;3
15;1
16;1
18;2
19;1
21;2
22;1
23;1
24;1
25;1
27;2
28;1
30;2
57;27
59;2
64;5
65;1
66;1
67;1
68;1
69;1
71;2
72;1
73;1
74;1
75;1
76;1
77;1
79;2
81;2
83;2
84;1
85;1
86;1
87;1
90;3
92;2
93;1
94;1
97;3
101;4
124;23
126;2
128;2
129;1
130;1
131;1
133;2
135;2
137;2
138;1
139;1
140;1
141;1
150;9
154;4
158;4
161;3
173;0
176;3
177;1
178;1
179;1
180;1
181;1
182;1
183;1
184;1
187;3
188;1
189;1
191;2
192;1
194;2
195;1
196;1
197;1
200;3
202;2
203;1
205;2
206;1
207;1
208;1
211;3
212;1
213;1
214;1
215;1
217;2
220;3
221;1
222;1
224;2
225;1
227;2
228;1
232;4
234;2
236;2
237;1
238;1
239;1
241;2
242;1
243;1
245;2
246;1
247;1
249;2
252;3
254;2
256;2
259;3
260;1
262;2
263;1
266;3
267;1
268;1
270;2
272;2
273;1
274;1
278;4
281;3
282;1
283;1
287;4
291;4
292;1
293;1
294;1
295;1
297;2
303;6
311;8
312;1
329;0
330;1
349;0
358;9
361;3
371;0
372;1
376;4
378;2
379;1
380;1
381;1
382;1
383;1
384;1
385;1
386;1
387;1
388;1
389;1
390;1
397;7
398;1
399;1
400;1
401;1
404;3
406;2
407;1
415;8
417;2
419;2
420;1
425;5
426;1
428;2
433;5
436;3
438;2
439;1
442;3
443;1
444;1
446;2
448;2
449;1
450;1
451;1
452;1
453;1
455;2
456;1
459;3
461;2
462;1
467;5
468;1
469;1
470;1
471;1
472;1
473;1
475;2
477;2
478;1
479;1
480;1
481;1
482;1
483;1
484;1
485;1
486;1
489;3
492;3
500;8
501;1
503;2
504;1
508;4
509;1
512;3
513;1
514;1
516;2
518;2
519;1
520;1
521;1
524;3
532;8
534;2
535;1
537;2
539;2
541;2
543;2
546;3
547;1
549;2
550;1
551;1
552;1
553;1
554;1
557;3
563;6
564;1
565;1
569;4
570;1
571;1
572;1
577;5
578;1
580;2
582;2
585;3
587;2
589;2
591;2
592;1
596;4
598;2
600;2
601;1
603;2
604;1
608;4
609;1
611;2
612;1
613;1
614;1
615;1
617;2
618;1
619;1
620;1
621;1
622;1
626;4
631;5
633;2
639;6
640;1
649;0
654;5
655;1
662;7
678;0
679;1
681;2
682;1
683;1
688;5
690;2
691;1
692;1
694;2
695;1
696;1
697;1
698;1
699;1
707;8
708;1
712;4
721;0
724;3
726;2
727;1
728;1
729;1
730;1
731;1
732;1
733;1
735;2
737;2
738;1
740;2
741;1
742;1
743;1
744;1
745;1
746;1
747;1
748;1
751;3
767;16
768;1
769;1
770;1
771;1
773;2
774;1
776;2
777;1
778;1
780;2
782;2
784;2
786;2
787;1
788;1
790;2
791;1
792;1
793;1
794;1
795;1
796;1
798;2
799;1
800;1
801;1
807;6
809;2
811;2
822;11
827;5
828;1
831;3
832;1
837;5
838;1
839;1
840;1
841;1
843;2
846;3
847;1
850;3
851;1
852;1
854;2
855;1
856;1
858;2
859;1
861;2
862;1
864;2
867;3
869;2
870;1
871;1
873;2
874;1
875;1
876;1
878;2
879;1
881;2
893;12
899;6
900;1
901;1
913;0
914;1
916;2
920;4
921;1
925;4
926;1
931;5
935;4
938;3
939;1
942;3
943;1
946;3
947;1
951;4
954;3
955;1
958;3
959;1
960;1
963;3
964;1
966;2
968;2
969;1
971;2
972;1
973;1
975;2
981;6
982;1
985;3
986;1
1007;0
1009;2
1010;1
1018;8
1019;1
1020;1
1021;1
1028;7
1031;3
1033;2
1039;6
1040;1
1042;2
1044;2
1047;3
1053;6
1054;1
1056;2
1059;3
1060;1
1061;1
1062;1
1063;1
1064;1
1065;1
1066;1
1067;1
1068;1
1069;1
1071;2
1072;1
1076;4
1078;2
1082;4
1085;3
1089;4
1091;2
1093;2
1094;1
1096;2
1097;1
1099;2
1104;5
1115;11
1116;1
1121;5
1125;4
1127;2
1128;1
1131;3
1139;8
1142;3
1145;3
1148;3
1150;2
1155;5
1157;2
1161;4
1165;4
1167;2
1169;2
1171;2
1173;2
1178;5
1179;1
1181;2
1182;1
1184;2
1187;3
1202;15
1203;1
1207;4
1209;2
1210;1
1211;1
1212;1
1216;4
1219;3
1225;6
1226;1
1227;1
1228;1
1231;3
1232;1
1233;1
1236;3
1237;1
1238;1
1239;1
1249;10
1250;1
1252;2
1253;1
1257;4
1258;1
1265;7
1272;7
1273;1
1275;2
1278;3
1280;2
1281;1
1282;1
1284;2
1285;1
1286;1
1287;1
1288;1
1289;1
1293;4
1299;6
1301;2
1302;1
1303;1
1304;1
1305;1
1306;1
1307;1
1311;4
1313;2
1315;2
1316;1
1317;1
1319;2
1320;1
1324;4
1325;1
1326;1
1331;5
1332;1
1338;6
1340;2
1342;2
1343;1
1355;0
1358;3
1361;3
1364;3
1365;1
1366;1
1369;3
1371;2
1372;1
1374;2
1377;3
1382;5
1385;3
1388;3
1394;6
1395;1
1409;14
1410;1
1411;1
1418;7
1419;1
1420;1
1422;2
1424;2
1426;2
1427;1
1428;1
1429;1
1430;1
1435;5
1437;2
1438;1
1440;2
1441;1
1444;3
1445;1
1447;2
1457;10
1458;1
1461;3
1464;3
1465;1
1466;1
1485;19
1486;1
1487;1
1489;2
1491;2
1492;1
1499;7
1501;2
1503;2
1504;1
1505;1
1508;3
1509;1
1510;1
1511;1
1512;1
1513;1
1515;2
1517;2
1518;1
1520;2
1521;1
1522;1
1523;1
1524;1
1526;2
1528;2
1529;1
1531;2
1535;4
1536;1
1537;1
1540;3
1542;2
1543;1
1559;0
1563;4
1565;2
1566;1
1568;2
1573;5
1575;2
1578;3
1580;2
1582;2
1583;1
1586;3
1594;8
1595;1
1599;4
1601;2
1603;2
1604;1
1605;1
1606;1
1607;1
1615;0
1616;1
1621;5
1623;2
1624;1
1628;4
1629;1
1630;1
1632;2
1635;3
1640;5
1642;2
1644;2
1646;2
1647;1
1648;1
1651;3
1652;1
1653;1
1655;2
1656;1
1657;1
1658;1
1660;2
1661;1
1667;6
1668;1
1674;6
1675;1
1677;2
1682;5
1687;5
1689;2
1694;5
1698;4
1700;2
1702;2
1703;1
1704;1
1705;1
1706;1
1707;1
1709;2
1711;2
1712;1
1715;3
1716;1
1718;2
1721;3
1722;1
1723;1
1724;1
1725;1
1728;3
1730;2
1733;3
1736;3
1738;2
1739;1
1741;2
1743;2
1744;1
1746;2
1748;2
1750;2
1751;1
1754;3
1763;9
1764;1
1767;3
1768;1
1771;3
1774;3
1776;2
1777;1
1782;5
1785;3
1786;1
1789;3
1791;2
1793;2
1794;1
1795;1
1796;1
1799;3
1801;2
1802;1
1804;2
1805;1
1806;1
1808;2
1810;2
1812;2
1814;2
1815;1
1816;1
1818;2
1819;1
1822;3
1823;1
1824;1
1827;3
1832;5
1833;1
1834;1
1835;1
1836;1
1837;1
1839;2
1843;4
1844;1
1845;1
1847;2
1850;3
1851;1
1853;2
1857;4
1858;1
1863;5
1864;1
1868;4
1870;2
1872;2
1873;1
1879;6
1881;2
1883;2
1884;1
1885;1
1886;1
1887;1
1888;1
1890;2
1899;9
1901;2
1903;2
1904;1
1920;0
1921;1
1922;1
1925;3
1926;1
1927;1
1929;2
1930;1
1931;1
1933;0
1936;0
1937;1
1938;1
1942;4
1943;1
1946;3
1947;1
1957;10
1959;2
1960;1
1962;2
1963;1
1967;4
1968;1
1992;0
1994;2
1999;0
2002;3
2003;1
2008;5
2010;2
2012;2
2015;3
2018;3
2021;3
2022;1
2023;1
2026;3
2029;3
2030;1
2031;1
2032;1
2033;1
2035;2
2036;1
2037;1
2040;0
2041;1
2042;1
2043;1
2047;0
2053;0
2058;5
2061;3
2067;6
2069;2
2072;3
2073;1
2075;2
2076;1
2077;1
2078;1
2089;0
2091;2
2092;1
2093;1
2095;2
2098;3
2100;2
2101;1
2102;1
2103;1
2106;3
2108;2
2109;1
2111;2
2112;1
2114;2
2115;1
2117;2
2118;1
2119;1
2120;1
2122;2
2123;1
2125;2
2126;1
2127;1
2130;3
2136;6
2137;1
2139;2
2140;1
2142;2
2143;1
2144;1
2145;1
2146;1
2148;2
2149;1
2151;2
2156;5
2157;1
2159;2
2161;2
2164;3
2165;1
2166;1
2167;1
2169;2
2174;5
2177;3
2178;1
2180;2
2182;2
2184;2
2185;1
2187;2
2196;0
2203;7
2204;1
2205;1
2212;7
2221;0
2224;3
2227;3
2228;1
2231;3
2233;2
2234;1
2246;12
2252;6
2256;4
2258;2
2259;1
2260;1
2261;1
2262;1
2264;2
2265;1
2266;1
2268;2
2269;1
2270;1
2271;1
2272;1
2273;1
2274;1
2275;1
2276;1
2278;2
2279;1
2280;1
2281;1
2283;2
2284;1
2287;3
2290;3
2291;1
2292;1
2293;1
2294;1
2296;2
2300;4
2301;1
2302;1
2303;1
2304;1
2305;1
2306;1
2309;3
2310;1
2312;2
2317;0
2320;3
2321;1
2329;8
2330;1
2331;1
2332;1
2334;2
2336;2
2339;3
2340;1
2342;2
2343;1
2345;2
2346;1
2347;1
2348;1
2360;12
2361;1
2364;3
2365;1
2368;3
2369;1
2371;2
2372;1
2376;4
2377;1
2379;2
2381;2
2382;1
2386;4
2388;2
2389;1
2391;2
2392;1
2393;1
2394;1
2395;1
2396;1
2397;1
2400;0
2408;8
2409;1
2410;1
2411;1
2413;2
2415;2
2416;1
2418;2
2420;2
2423;3
2424;1
2427;3
2428;1
2429;1
2430;1
2431;1
2435;4
2437;2
2440;3
2442;2
2443;1
2444;1
2446;2
2449;3
2450;1
2452;2
2454;2
2455;1
2461;6
2464;3
2465;1
2467;2
2468;1
2470;2
2471;1
2472;1
2473;1
2474;1
2475;1
2476;1
2477;1
2479;2
2480;1
2482;2
2484;2
2486;2
2487;1
2488;1
2490;2
2491;1
2492;1
2493;1
2494;1
2495;1
2496;1
2504;0
2505;1
2506;1
2509;3
2510;1
2511;1
2512;1
2514;2
2515;1
2516;1
2517;1
2518;1
2520;2
2521;1
2523;2
2524;1
2525;1
2526;1
2528;2
2529;1
2531;2
2532;1
2533;1
2534;1
2535;1
2546;0
2548;2
2551;3
2553;2
2555;2
2556;1
2557;1
2558;1
2559;1
2560;1
2561;1
2562;1
2564;2
2566;2
2567;1
2568;1
2569;1
2572;3
2574;2
2575;1
2585;10
2588;3
2589;1
2590;1
2592;2
2594;2
2596;2
2597;1
2598;1
2599;1
2601;2
2602;1
2603;1
2604;1
2605;1
2615;0
2617;2
2618;1
2621;3
2624;3
2628;4
2639;11
2642;3
2645;3
2646;1
2649;3
2650;1
2651;1
2652;1
2656;4
2657;1
2659;2
2660;1
2661;1
2662;1
2664;2
2667;3
2674;7
2683;9
2688;5
2692;4
2693;1
2694;1
2695;1
2698;3
2699;1
2700;1
2702;2
2705;3
2706;1
2712;6
2722;10
2723;1
2724;1
2726;2
2729;3
2730;1
2731;1
2732;1
2736;4
2739;3
2740;1
2741;1
2743;2
2744;1
2749;5
2750;1
2753;3
2755;2
2756;1
2758;2
2759;1
2760;1
2762;2
2764;2
2766;2
2768;2
2770;2
2771;1
2772;1
2773;1
2774;1
2775;1
2776;1
2777;1
2778;1
2779;1
2780;1
2782;2
2783;1
2784;1
2785;1
2786;1
2787;1
2788;1
2789;1
2790;1
2791;1
2792;1
2793;1
2794;1
2798;4
2806;8
2810;4
2812;2
2813;1
2819;6
2821;2
2824;3
2828;4
2832;4
2833;1
2835;2
2838;3
2839;1
2849;0
2853;4
2854;1
2856;2
2859;3
2861;2
2863;2
2864;1
2867;3
2869;2
2870;1
2871;1
2875;4
2877;2
2878;1
2879;1
2881;2
2882;1
2892;0
2899;7
2901;2
2908;7
2919;11
2920;1
2925;5
2928;3
2930;2
2931;1
2932;1
2935;3
2936;1
2937;1
2939;2
2944;0
2945;1
2946;1
2947;1
2948;1
2949;1
2950;1
2956;6
2957;1
2958;1
2959;1
2962;3
2964;2
2968;4
2969;1
2971;2
2974;3
2976;2
2981;5
2982;1
2984;2
2985;1
2986;1
2987;1
2989;2
2991;2
2993;2
2994;1
3000;6
3001;1
3002;1
3003;1
3004;1
3005;1
3007;2
3009;2
3011;2
3014;3
3015;1
3017;2
3018;1
3019;1
3021;2
3023;2
3027;4
3028;1
3034;6
3039;5
3045;6
3049;4
3050;1
3052;2
3053;1
3054;1
3055;1
3057;2
3058;1
3059;1
3060;1
3061;1
3062;1
3063;1
3064;1
3066;2
3070;4
3071;1
3072;1
3074;2
3075;1
3076;1
3092;16
3102;10
3103;1
3105;2
3106;1
3107;1
3109;2
3110;1
3114;4
3117;3
3119;2
3120;1
3121;1
3123;2
3124;1
3125;1
3126;1
3127;1
3128;1
3129;1
3130;1
3134;4
3137;3
3138;1
3139;1
3141;2
3143;2
3145;2
3147;2
3163;16
3164;1
3167;3
3174;7
3176;2
3180;4
3181;1
3187;6
3188;1
3189;1
3191;2
3222;0
3223;1
3224;1
3229;5
3243;14
3245;2
3247;2
3250;3
3253;3
3254;1
3256;2
3257;1
3258;1
3259;1
3260;1
3261;1
3263;2
3265;2
3267;2
3269;2
3271;2
3273;2
3280;0
3285;5
3287;2
3288;1
3289;1
3291;2
3294;3
3295;1
3303;8
3304;1
3305;1
3307;2
3308;1
3310;2
3321;11
3325;4
3326;1
3327;1
3329;2
3330;1
3332;2
3333;1
3334;1
3335;1
3337;2
3342;5
3353;11
3357;4
3360;3
3363;3
3364;1
3366;2
3371;5
3372;1
3375;3
3376;1
3378;2
3380;2
3381;1
3391;10
3393;2
3401;8
3402;1
3403;1
3404;1
3406;2
3407;1
3408;1
3410;2
3411;1
3413;2
3416;3
3419;3
3420;1
3421;1
3422;1
3423;1
3426;3
3428;2
3430;2
3431;1
3432;1
3438;6
3439;1
3443;4
3446;3
3447;1
3448;1
3449;1
3450;1
3453;3
3455;2
3458;3
3459;1
3462;3
3463;1
3464;1
3468;4
3470;2
3471;1
3476;5
3480;4
3488;0
3491;0
3492;1
3493;1
3494;1
3496;2
3498;2
3499;1
3500;1
3502;2
3504;2
3505;1
3507;2
3508;1
3509;1
3511;2
3512;1
3513;1
3515;2
3516;1
3518;2
3519;1
3520;1
3528;8
3531;3
3535;4
3536;1
3539;3
3540;1
3543;3
3545;2
3546;1
3550;4
3551;1
3552;1
3553;1
3554;1
3556;2
3567;0
3568;1
3569;1
3571;2
3572;1
3573;1
3575;2
3578;0
3581;0
3583;2
3587;4
3588;1
3591;3
3598;7
3600;2
3604;4
3606;2
3607;1
3608;1
3609;1
3610;1
3612;2
3613;1
3615;2
3620;5
3622;2
3623;1
3624;1
3625;1
3626;1
3628;2
3631;3
3632;1
3633;1
3635;2
3639;4
3640;1
3643;3
3644;1
3645;1
3649;4
3650;1
3651;1
3652;1
3654;2
3656;2
3657;1
3658;1
3660;2
3661;1
3662;1
3663;1
3665;2
3667;2
3670;3
3673;3
3681;8
3683;2
3684;1
3689;0
3694;5
3695;1
3698;3
3699;1
3707;8
3714;7
3715;1
3719;4
3720;1
3723;3
3725;2
3729;4
3730;1
3731;1
3733;2
3738;5
3741;3
3744;3
3754;0
3757;3
3758;1
3762;4
3763;1
3764;1
3765;1
3768;3
3769;1
3771;2
3780;9
3784;4
3788;4
3790;2
3792;2
3793;1
3797;4
3798;1
3801;3
3803;2
3804;1
3810;6
3821;11
3824;3
3828;4
3836;8
3840;4
3841;1
3844;3
3845;1
3847;2
3848;1
3849;1
3851;2
3852;1
3853;1
3854;1
3855;1
3857;2
3858;1
3860;2
3862;2
3863;1
3864;1
3865;1
3866;1
3868;2
3877;9
3880;3
3881;1
3894;13
3899;5
3901;2
3903;2
3904;1
3905;1
3906;1
3909;3
3910;1
3911;1
3912;1
3918;6
3921;3
3924;3
3926;2
3933;0
3939;6
3940;1
3942;2
3944;2
3945;1
3946;1
3947;1
3948;1
3951;3
3952;1
3955;3
3957;2
3961;0
3962;1
3963;1
3964;1
3966;2
3973;7
3982;0
3990;8
3991;1
3994;3
3997;3
3998;1
4002;4
4003;1
4006;0
4007;1
4014;7
4016;2
4017;1
4020;3
4022;2
4024;2
4025;1
4026;1
4028;2
4035;7
4038;3
4039;1
4041;2
4043;2
4046;3
4050;4
4056;6
4059;3
4062;3
4064;0
4066;2
4068;2
4072;4
4078;6
4079;1
4080;1
4081;1
4082;1
4098;0
4099;1
4101;2
4104;3
4105;1
4106;1
4112;6
4117;5
4118;1
4122;4
4123;1
4124;1
4125;1
4126;1
4128;2
4129;1
4130;1
4131;1
4132;1
4139;7
4140;1
4141;1
4142;1
4143;1
4144;1
4147;3
4148;1
4149;1
4150;1
4151;1
4153;2
4154;1
4155;1
4156;1
4157;1
4159;2
4160;1
4161;1
4164;3
4166;2
4168;2
4170;2
4172;2
4182;0
4185;3
4196;11
4198;2
4199;1
4200;1
4202;2
4204;2
4205;1
4210;5
4213;3
4214;1
4215;1
4217;2
4221;4
4223;2
4227;4
4231;4
4232;1
4234;2
4239;5
4241;2
4242;1
4244;2
4245;1
4246;1
4248;2
4263;0
4270;7
4271;1
4273;2
4276;3
4286;10
4288;2
4296;8
4298;2
4301;3
4302;1
4303;1
4304;1
4307;3
4309;2
4311;2
4313;2
4316;3
4317;1
4318;1
4319;1
4323;4
4324;1
4329;5
4330;1
4332;2
4357;25
4358;1
4362;4
4364;2
4365;1
4367;2
4368;1
4369;1
4373;4
4374;1
4375;1
4376;1
4379;3
4381;2
4382;1
4384;2
4385;1
4387;2
4388;1
4389;1
4390;1
4392;2
4393;1
4396;3
4397;1
4401;4
4402;1
4403;1
4404;1
4405;1
4411;6
4416;5
4428;12
4429;1
4430;1
4431;1
4432;1
4433;1
4453;20
4455;2
4458;3
4464;0
4469;5
4470;1
4472;2
4476;4
4477;1
4482;5
4486;0
4487;1
4489;2
4491;2
4493;2
4497;4
4498;1
4501;3
4504;3
4507;3
4508;1
4511;3
4514;3
4516;2
4519;3
4520;1
4522;2
4524;2
4525;1
4526;1
4528;2
4530;2
4531;1
4533;2
4538;0
4539;1
4540;1
4541;1
4542;1
4543;1
4545;2
4548;3
4550;2
4551;1
4553;2
4555;2
4558;3
4561;3
4563;2
4564;1
4569;5
4576;0
4580;0
4582;2
4584;2
4587;3
4588;1
4591;3
4592;1
4593;1
4594;1
4596;2
4598;2
4599;1
4600;1
4602;2
4603;1
4604;1
4605;1
4612;7
4613;1
4614;1
4615;1
4616;1
4621;5
4624;3
4625;1
4627;2
4628;1
4629;1
4631;2
4635;4
4638;3
4640;2
4641;1
4642;1
4644;2
4645;1
4647;2
4648;1
4652;4
4654;2
4663;0
4668;5
4671;3
4672;1
4680;8
4681;1
4682;1
4688;6
4690;2
4691;1
4693;2
4694;1
4695;1
4696;1
4697;1
4698;1
4699;1
4700;1
4702;2
4703;1
4705;2
4707;2
4709;2
4711;2
4713;2
4716;3
4717;1
4718;1
4723;5
4724;1
4727;3
4728;1
4730;2
4731;1
4732;1
4734;2
4740;6
4741;1
4742;1
4745;3
4747;2
4750;3
4755;5
4757;2
4759;2
4761;2
4763;2
4766;3
4775;9
4776;1
4778;2
4779;1
4782;3
4786;4
4790;4
4796;6
4799;3
4802;3
4803;1
4804;1
4808;4
4809;1
4810;1
4811;1
4812;1
4814;2
4815;1
4819;4
4823;4
4824;1
4825;1
4836;11
4856;0
4857;1
4860;3
4862;2
4867;5
4869;2
4870;1
4871;1
4874;3
4876;2
4880;4
4884;4
4887;3
4890;3
4891;1
4893;2
4894;1
4896;2
4898;2
4899;1
4900;1
4901;1
4904;3
4906;2
4907;1
4909;2
4911;2
4914;3
4917;3
4918;1
4920;2
4921;1
4922;1
4923;1
4931;8
4933;2
4934;1
4937;3
4938;1
4939;1
4941;2
4942;1
4943;1
4944;1
4945;1
4946;1
4948;2
4949;1
4950;1
4952;2
4954;2
4955;1
4956;1
4961;5
4962;1
4965;3
4966;1
4968;2
4970;2
4972;2
4988;16
4990;2
4992;2
4997;5
5000;3
5005;5
5007;2
5010;3
5014;4
5021;7
5026;5
5039;13
5040;1
5043;3
5057;14
5074;17
5077;3
5081;4
5084;3
5091;7
5094;3
5095;1
5096;1
5116;20
5117;1
5118;1
5119;1
5124;5
5125;1
5127;2
5128;1
5129;1
5131;2
5132;1
5134;2
5135;1
5136;1
5137;1
5138;1
5141;3
5143;2
5144;1
5146;2
5151;5
5152;1
5153;1
5154;1
5155;1
5156;1
5159;3
5162;3
5163;1
5164;1
5165;1
5166;1
5168;2
5181;0
5188;7
5189;1
5193;4
5202;9
5203;1
5204;1
5205;1
5207;2
5209;2
5210;1
5211;1
5212;1
5213;1
5214;1
5215;1
5216;1
5217;1
5219;2
5221;2
5222;1
5223;1
5227;4
5229;2
5231;2
5236;5
5237;1
5238;1
5239;1
5240;1
5241;1
5242;1
5243;1
5244;1
5245;1
5249;4
5250;1
5253;3
5255;2
5256;1
5257;1
5258;1
5259;1
5261;2
5262;1
5263;1
5265;2
5266;1
5267;1
5268;1
5269;1
5271;2
5272;1
5277;5
5280;3
5285;5
5291;6
5292;1
5293;1
5295;2
5296;1
5297;1
5298;1
5299;1
5300;1
5305;5
5307;2
5310;3
5312;2
5316;4
5319;3
5321;2
5323;2
5324;1
5326;2
5331;5
5332;1
5334;2
5336;2
5337;1
5339;2
5342;3
5343;1
5344;1
5345;1
5347;2
5348;1
5352;4
5355;3
5356;1
5357;1
5359;2
5360;1
5361;1
5363;2
5364;1
5369;0
5371;2
5374;3
5377;0
5387;10
5388;1
5390;2
5391;1
5393;2
5394;1
5397;3
5398;1
5399;1
5400;1
5401;1
